,EDAD,GENERO,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,TRACK_DH,AVG_DH,MINUTES_DH,EXPERIENCIA,DIAS_EMP
2847,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,BUSINESS,DATA,4.0,4763.3,,88.0
2848,31.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4704.8,12.7,94.0
2849,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.5,4664.2,17.7,89.0
2850,25.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.5,4579.1,,87.0
2851,34.0,MASCULINO,,POST_GRADUATE,,,2.9,,,85.0
2852,32.0,MASCULINO,MEXICO,,ENGINEERING,PROGRAMACION,3.6,4576.9,13.9,85.0
2853,,MASCULINO,MEXICO,,DEVELOPMENT,EJECUTIVO,3.1,4119.9,9.7,88.0
2854,42.0,MASCULINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,DATA,,4571.6,27.5,93.0
2855,46.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,,4673.8,30.4,103.0
2856,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,,4471.9,25.3,92.0
2857,,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,,17.1,87.0
2858,36.0,,BRAZIL,POST_GRADUATE,,PROGRAMACION,4.2,4959.7,19.1,89.0
2859,37.0,FEMENINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,PROGRAMACION,,4693.9,20.4,98.0
2860,,MASCULINO,MEXICO,,ENGINEERING,PROGRAMACION,3.5,4631.6,24.9,89.0
2861,31.0,FEMENINO,ARGENTINA,,ENGINEERING,EJECUTIVO,3.1,4162.9,,93.0
2862,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,3.3,,14.2,86.0
2863,38.0,,MEXICO,TERTIARY,COMMERCIAL,MARKETING,3.3,4465.9,,102.0
2864,33.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,4.1,4760.4,15.7,85.0
2865,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.8,4699.4,6.3,86.0
2866,31.0,FEMENINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,4.0,,12.2,94.0
2867,36.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.5,4537.8,19.1,89.0
2868,41.0,FEMENINO,,UNIVERSITARY,DEVELOPMENT,DATA,,3893.2,27.2,101.0
2869,26.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.5,4630.5,,88.0
2870,35.0,,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.5,4588.1,17.3,84.0
2871,28.0,,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,4.0,4813.6,6.0,83.0
2872,38.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.6,4610.3,21.8,98.0
2873,31.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,3.0,3793.1,11.5,85.0
2874,,MASCULINO,,TERTIARY,ENGINEERING,PROGRAMACION,3.1,4024.1,15.4,89.0
2875,,FEMENINO,,UNIVERSITARY,COMMERCIAL,DATA,3.6,4590.8,,93.0
2876,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,,7.9,83.0
2877,34.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,2.7,2861.2,15.6,99.0
2878,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,3.1,4093.2,19.5,88.0
2879,28.0,MASCULINO,BRAZIL,TERTIARY,,MARKETING,,3305.9,6.1,88.0
2880,37.0,MASCULINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,3.7,4682.1,20.4,90.0
2881,,,BRAZIL,UNIVERSITARY,,DATA,3.3,4530.7,12.3,86.0
2882,26.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.6,4603.2,4.4,85.0
2883,28.0,FEMENINO,ARGENTINA,,ENGINEERING,EJECUTIVO,3.7,4596.8,,94.0
2884,20.0,MASCULINO,ARGENTINA,TERTIARY,,PROGRAMACION,3.8,4670.6,1.0,91.0
2885,29.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.4,4620.3,,84.0
2886,27.0,MASCULINO,,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.0,3829.3,5.1,85.0
2887,,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,,3.5,4660.1,9.0,86.0
2888,,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.3,,27.5,93.0
2889,46.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.4,4496.3,30.6,100.0
2890,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,2.9,,13.8,84.0
2891,34.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,4529.1,16.0,94.0
2892,33.0,FEMENINO,MEXICO,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.0,3893.6,14.4,96.0
2893,34.0,,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.2,4322.6,16.1,90.0
2894,,FEMENINO,ARGENTINA,,COMMERCIAL,MARKETING,3.4,4611.1,16.2,96.0
2895,32.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,,3.5,4650.6,12.2,99.0
2896,30.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,2.9,3585.0,10.5,84.0
2897,38.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,3.5,,22.5,88.0
2898,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,MARKETING,3.9,4651.4,25.1,91.0
2899,25.0,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4719.3,,83.0
2900,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,4.1,4764.8,8.5,85.0
2901,37.0,MASCULINO,,TERTIARY,COMMERCIAL,DATA,,4516.5,21.2,91.0
2902,41.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.6,4662.2,26.2,93.0
2903,,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,,3.8,4734.0,6.8,93.0
2904,36.0,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,,3.8,4752.7,19.6,87.0
2905,38.0,MASCULINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,4.0,4688.0,23.3,90.0
2906,34.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.4,4613.0,16.0,97.0
2907,45.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4653.3,29.5,94.0
2908,34.0,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,,3.9,4585.7,15.3,89.0
2909,,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4560.5,12.0,96.0
2910,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,MARKETING,MARKETING,3.1,4150.1,19.5,93.0
2911,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,4513.1,22.4,86.0
2912,,,MEXICO,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,4456.2,16.1,100.0
2913,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4653.7,,95.0
2914,,,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,4.7,6508.2,17.4,88.0
2915,,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,DATA,3.0,3934.4,9.8,83.0
2916,,FEMENINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,DATA,3.4,4611.7,25.1,101.0
2917,38.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.9,,20.8,99.0
2918,29.0,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,DATA,3.5,4539.4,7.7,85.0
2919,44.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,EJECUTIVO,2.8,3207.9,,96.0
2920,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,2.9,,23.6,93.0
2921,38.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,4439.3,21.5,99.0
2922,26.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.5,4544.4,6.0,88.0
2923,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,,4523.4,22.6,88.0
2924,33.0,,MEXICO,UNIVERSITARY,,MARKETING,,4622.8,,88.0
2925,29.0,FEMENINO,,,ENGINEERING,MARKETING,3.7,4598.9,8.1,97.0
2926,32.0,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.3,4412.0,,87.0
2927,,,,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,4.0,4763.3,18.8,90.0
2928,46.0,MASCULINO,ARGENTINA,,COMMERCIAL,MARKETING,,4728.9,29.4,92.0
2929,,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.7,4556.9,19.2,101.0
2930,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.3,,,87.0
2931,35.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.4,4638.6,16.9,97.0
2932,31.0,MASCULINO,BRAZIL,TERTIARY,DEVELOPMENT,PROGRAMACION,,4507.9,12.8,88.0
2933,36.0,MASCULINO,,UNIVERSITARY,COMMERCIAL,EJECUTIVO,4.0,4686.3,21.0,88.0
2934,46.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.6,5952.9,29.3,89.0
2935,44.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.6,4726.5,28.9,103.0
2936,27.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4666.5,6.4,85.0
2937,,FEMENINO,MEXICO,TERTIARY,DEVELOPMENT,DATA,3.8,4643.3,11.7,99.0
2938,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.1,4122.6,22.4,92.0
2939,29.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.4,4520.3,6.9,87.0
2940,29.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.8,4677.4,7.8,86.0
2941,26.0,,ARGENTINA,TERTIARY,DEVELOPMENT,PROGRAMACION,2.9,3646.8,,91.0
2942,,MASCULINO,,UNIVERSITARY,ENGINEERING,,3.3,4510.0,8.7,84.0
2943,32.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.5,,14.3,87.0
2944,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,4.0,4623.8,22.7,91.0
2945,34.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,DATA,2.5,2073.8,16.0,89.0
2946,22.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.1,4829.4,0.5,92.0
2947,41.0,MASCULINO,ARGENTINA,,,DATA,3.4,4467.7,,93.0
2948,31.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,,3.8,4573.9,11.8,87.0
2949,35.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.5,4582.6,17.5,85.0
2950,34.0,MASCULINO,MEXICO,,MARKETING,PROGRAMACION,3.7,4624.9,15.0,92.0
2951,,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,4640.1,25.9,94.0
2952,32.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,,,13.3,86.0
2953,32.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,EJECUTIVO,3.6,4672.3,14.6,96.0
2954,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.1,,13.3,84.0
2955,27.0,MASCULINO,,TERTIARY,,DATA,2.9,3481.0,,85.0
2956,31.0,FEMENINO,ARGENTINA,,ENGINEERING,,3.9,4658.8,10.4,96.0
2957,28.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,,3.5,4636.8,5.4,88.0
2958,31.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,3.5,4704.1,,82.0
2959,37.0,MASCULINO,MEXICO,UNIVERSITARY,,DATA,3.1,4107.7,21.0,88.0
2960,38.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.9,4618.0,,94.0
2961,37.0,FEMENINO,BRAZIL,TERTIARY,,PROGRAMACION,3.3,,20.4,99.0
2962,43.0,MASCULINO,,TERTIARY,ENGINEERING,,3.5,4520.5,27.4,94.0
2963,35.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.0,,,97.0
2964,34.0,FEMENINO,ARGENTINA,TERTIARY,BUSINESS,PROGRAMACION,4.4,5395.7,,105.0
2965,39.0,MASCULINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,DATA,3.2,4293.2,23.1,91.0
2966,41.0,MASCULINO,ARGENTINA,,,EJECUTIVO,,4634.9,26.9,93.0
2967,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,2.7,,16.5,87.0
2968,30.0,FEMENINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,,4641.0,9.9,93.0
2969,28.0,,BRAZIL,,ENGINEERING,,3.4,4594.7,6.1,84.0
2970,38.0,MASCULINO,MEXICO,UNIVERSITARY,,,3.5,4683.7,23.5,87.0
2971,28.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,EJECUTIVO,,4638.1,7.1,85.0
2972,37.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.8,4656.0,,86.0
2973,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.8,4570.1,22.9,93.0
2974,41.0,MASCULINO,BRAZIL,,COMMERCIAL,PROGRAMACION,3.1,4077.8,26.4,93.0
2975,33.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,4563.5,14.2,95.0
2976,40.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,,24.9,100.0
2977,34.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,4426.3,,95.0
2978,38.0,MASCULINO,BRAZIL,UNIVERSITARY,BUSINESS,,3.2,4277.7,22.7,95.0
2979,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.8,4715.2,20.1,87.0
2980,28.0,,ARGENTINA,,ENGINEERING,,3.5,4606.3,6.5,87.0
2981,19.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,4496.8,1.6,80.0
2982,,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.3,4366.8,16.1,89.0
2983,48.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,4206.7,29.9,105.0
2984,24.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.1,4080.0,,95.0
2985,,FEMENINO,MEXICO,UNIVERSITARY,COMMERCIAL,MARKETING,3.3,4418.3,16.0,97.0
2986,37.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.3,4528.3,20.7,88.0
2987,,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.9,4753.4,6.2,84.0
2988,45.0,FEMENINO,MEXICO,POST_GRADUATE,ENGINEERING,MARKETING,3.4,4463.8,,102.0
2989,34.0,FEMENINO,BRAZIL,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.4,4480.3,15.5,98.0
2990,33.0,MASCULINO,,POST_GRADUATE,ENGINEERING,MARKETING,3.6,,14.6,83.0
2991,37.0,MASCULINO,,POST_GRADUATE,ENGINEERING,DATA,3.0,3814.3,20.0,89.0
2992,38.0,FEMENINO,,TERTIARY,ENGINEERING,PROGRAMACION,,4711.1,22.4,102.0
2993,,FEMENINO,,UNIVERSITARY,,MARKETING,3.4,4520.1,8.4,95.0
2994,32.0,MASCULINO,,,ENGINEERING,DATA,3.3,4501.9,13.6,88.0
2995,29.0,FEMENINO,ARGENTINA,,ENGINEERING,DATA,3.6,4635.9,9.3,94.0
2996,32.0,FEMENINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,EJECUTIVO,3.4,,13.1,97.0
2997,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.7,4718.7,20.0,89.0
2998,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.6,4619.9,23.4,90.0
2999,25.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.9,4668.5,2.4,86.0
3000,,FEMENINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,3.8,4662.4,,96.0
3001,47.0,MASCULINO,BRAZIL,,COMMERCIAL,PROGRAMACION,4.3,5020.3,31.0,95.0
3002,30.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.4,4632.2,10.2,83.0
3003,35.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.1,,,98.0
3004,42.0,FEMENINO,BRAZIL,TERTIARY,COMMERCIAL,PROGRAMACION,,4614.8,27.7,105.0
3005,,MASCULINO,,,BUSINESS,PROGRAMACION,2.5,,20.4,96.0
3006,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4687.2,,92.0
3007,,MASCULINO,BRAZIL,,,DATA,3.3,4398.7,23.0,91.0
3008,31.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.4,4449.8,13.1,94.0
3009,23.0,,,TERTIARY,COMMERCIAL,DATA,3.1,4119.5,,98.0
3010,37.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4345.0,21.2,100.0
3011,35.0,MASCULINO,BRAZIL,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.3,4370.2,17.9,87.0
3012,36.0,,ARGENTINA,UNIVERSITARY,,DATA,3.5,,20.1,98.0
3013,40.0,FEMENINO,BRAZIL,,COMMERCIAL,DATA,3.2,,,102.0
3014,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,2.6,2605.6,14.1,90.0
3015,,MASCULINO,ARGENTINA,,ENGINEERING,EJECUTIVO,3.5,,9.8,82.0
3016,19.0,MASCULINO,,,ENGINEERING,EJECUTIVO,2.6,2452.5,1.6,82.0
3017,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.1,,15.2,96.0
3018,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,,5601.4,11.3,84.0
3019,24.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,,,4672.1,,87.0
3020,26.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,,4.7,86.0
3021,30.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.4,4600.6,11.0,86.0
3022,33.0,MASCULINO,BRAZIL,TERTIARY,DEVELOPMENT,DATA,3.5,,15.7,90.0
3023,34.0,MASCULINO,MEXICO,POST_GRADUATE,COMMERCIAL,PROGRAMACION,3.6,,17.2,84.0
3024,37.0,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,4.0,4677.3,21.1,89.0
3025,37.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.8,4722.3,,87.0
3026,39.0,,,UNIVERSITARY,DEVELOPMENT,DATA,3.7,4623.7,25.1,88.0
3027,26.0,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.1,4034.1,5.9,86.0
3028,41.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,EJECUTIVO,3.5,4588.5,25.9,93.0
3029,,MASCULINO,MEXICO,UNIVERSITARY,,DATA,2.9,3594.1,11.3,85.0
3030,36.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.9,4728.9,20.6,89.0
3031,26.0,MASCULINO,MEXICO,POST_GRADUATE,COMMERCIAL,DATA,4.1,4730.3,4.1,85.0
3032,,MASCULINO,MEXICO,POST_GRADUATE,,PROGRAMACION,3.4,,,91.0
3033,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,,4501.6,17.9,89.0
3034,36.0,MASCULINO,BRAZIL,UNIVERSITARY,MARKETING,PROGRAMACION,3.3,4416.3,18.8,93.0
3035,43.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.9,4625.1,28.2,103.0
3036,28.0,FEMENINO,MEXICO,TERTIARY,DEVELOPMENT,,3.1,4039.7,8.3,97.0
3037,30.0,,MEXICO,UNIVERSITARY,ENGINEERING,,3.6,4695.9,10.2,93.0
3038,29.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.9,4584.8,8.2,84.0
3039,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.3,5147.8,16.5,85.0
3040,30.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.1,,9.4,86.0
3041,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4560.3,18.3,87.0
3042,,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.4,4609.2,8.7,82.0
3043,44.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,2.7,2942.3,29.2,93.0
3044,33.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.1,4051.6,15.8,95.0
3045,31.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.2,4305.9,13.1,84.0
3046,40.0,,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,,26.6,90.0
3047,42.0,MASCULINO,ARGENTINA,,COMMERCIAL,DATA,3.8,4608.5,27.6,92.0
3048,29.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.0,3957.9,7.0,86.0
3049,30.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.3,4546.6,10.5,86.0
3050,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.4,4633.7,25.2,99.0
3051,39.0,MASCULINO,MEXICO,,,PROGRAMACION,3.3,4409.3,24.1,89.0
3052,32.0,,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4577.4,12.1,89.0
3053,32.0,,,UNIVERSITARY,DEVELOPMENT,,3.8,4581.7,11.9,85.0
3054,29.0,FEMENINO,ARGENTINA,,DEVELOPMENT,DATA,3.2,4282.2,7.3,95.0
3055,27.0,MASCULINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,DATA,2.9,,6.1,86.0
3056,39.0,MASCULINO,MEXICO,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.8,4564.1,24.9,90.0
3057,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.4,4611.2,19.2,86.0
3058,37.0,FEMENINO,ARGENTINA,,MARKETING,DATA,3.2,4226.3,20.7,103.0
3059,31.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,MARKETING,3.3,4409.3,12.6,84.0
3060,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.2,,11.5,85.0
3061,,,,,,PROGRAMACION,3.8,4674.2,23.9,91.0
3062,30.0,,ARGENTINA,,ENGINEERING,DATA,2.8,3312.6,11.0,85.0
3063,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.1,4164.7,21.1,89.0
3064,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,4.2,4931.1,10.9,85.0
3065,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.5,,16.8,85.0
3066,26.0,,ARGENTINA,,DEVELOPMENT,DATA,,4642.8,4.7,84.0
3067,29.0,MASCULINO,,,ENGINEERING,PROGRAMACION,3.5,,10.3,83.0
3068,39.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,EJECUTIVO,3.6,4558.6,23.8,92.0
3069,34.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.5,,16.4,95.0
3070,41.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,PROGRAMACION,3.4,4628.1,27.0,94.0
3071,31.0,MASCULINO,MEXICO,TERTIARY,,DATA,3.4,4646.3,11.6,87.0
3072,32.0,FEMENINO,,UNIVERSITARY,DEVELOPMENT,EJECUTIVO,,4635.7,13.6,95.0
3073,42.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,MARKETING,4.0,4816.0,26.4,91.0
3074,40.0,FEMENINO,,,COMMERCIAL,PROGRAMACION,4.3,5159.4,24.6,102.0
3075,30.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,,2.4,1817.9,11.3,96.0
3076,41.0,FEMENINO,,TERTIARY,ENGINEERING,PROGRAMACION,2.7,2940.8,27.4,104.0
3077,26.0,MASCULINO,MEXICO,UNIVERSITARY,,PROGRAMACION,,4679.7,5.6,83.0
3078,,,ARGENTINA,UNIVERSITARY,,EJECUTIVO,3.3,4489.0,19.9,87.0
3079,36.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,4381.0,18.7,99.0
3080,36.0,MASCULINO,,UNIVERSITARY,DEVELOPMENT,DATA,,4265.0,21.1,87.0
3081,38.0,FEMENINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.2,4239.4,22.5,100.0
3082,34.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,PROGRAMACION,4.0,,16.5,90.0
3083,41.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4636.6,26.5,93.0
3084,31.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.2,4374.8,11.0,87.0
3085,30.0,MASCULINO,ARGENTINA,TERTIARY,,DATA,3.9,4739.0,9.5,87.0
3086,,MASCULINO,ARGENTINA,,ENGINEERING,DATA,4.0,,6.2,83.0
3087,,,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.1,4032.8,18.6,90.0
3088,38.0,FEMENINO,BRAZIL,,DEVELOPMENT,DATA,3.6,,24.1,101.0
3089,22.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.0,3813.5,0.1,83.0
3090,30.0,FEMENINO,MEXICO,UNIVERSITARY,COMMERCIAL,,3.6,4631.0,11.3,93.0
3091,29.0,,BRAZIL,UNIVERSITARY,,,3.4,4590.7,8.3,95.0
3092,34.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.3,4393.4,,97.0
3093,34.0,MASCULINO,,UNIVERSITARY,ENGINEERING,EJECUTIVO,4.3,5117.9,16.6,83.0
